performance_id,campaign_id,date,impressions,clicks,likes,comments,shares,conversions,revenue_generated
PERF_01441,CMP_470,2025-02-23,44656,3079.0,5418,360,528,312.0,318173.0
PERF_01442,CMP_398,2022-03-06,190327,2345.0,13188,2203,615,180.0,290875.0
PERF_01443,CMP_853,2022-08-19,172686,2661.0,8178,1065,808,429.0,451742.0
PERF_01444,CMP_131,2023-07-16,77070,7563.0,10665,1063,397,375.0,8151.0
PERF_01445,CMP_132,2024-07-05,6250,581.0,552,69,45,21.0,159055.0
PERF_01446,CMP_935,2024-10-30,61294,4871.0,6708,369,536,416.0,344553.0
PERF_01447,CMP_506,2022-06-12,35391,3539.0,4741,850,123,258.0,400709.0
PERF_01448,CMP_656,2023-10-22,6283,73.0,803,113,25,376.0,206061.0
PERF_01449,CMP_976,2024-08-31,159778,16700.0,19496,2218,1549,154.0,107255.0
PERF_01450,CMP_075,2023-08-15,70276,8195.0,6669,710,362,113.0,295123.0
PERF_01451,CMP_737,2022-06-14,127707,5272.0,14223,1791,719,254.0,499837.0
PERF_01452,CMP_810,2023-09-15,144283,,11368,1553,249,394.0,194893.0
PERF_01453,CMP_503,2022-08-11,148627,3267.0,8973,642,631,42.0,0.0
PERF_01454,CMP_909,2023-09-27,55442,5828.0,4639,405,145,315.0,275415.0
PERF_01455,CMP_896,2022-03-03,149541,14006.0,4136,512,218,,79964.0
PERF_01456,CMP_231,2022-06-27,85264,7314.0,8341,1507,345,107.0,417649.0
PERF_01457,CMP_463,2023-06-02,144022,9358.0,20844,1779,1186,247.0,451181.0
PERF_01458,CMP_654,2023-08-14,28536,1621.0,858,59,18,266.0,88135.0
PERF_01459,CMP_267,2023-11-10,115714,12227.0,4024,735,239,320.0,256429.0
PERF_01460,CMP_199,2024-01-07,197344,20950.0,14674,754,431,150.0,462492.0
PERF_01461,CMP_958,2022-11-19,137965,6272.0,18713,2518,622,148.0,108196.0
PERF_01462,CMP_601,2023-06-16,188295,9572.0,18563,2242,684,169.0,
PERF_01463,CMP_544,2023-09-20,44054,2981.0,5631,289,300,,3937.0
PERF_01464,CMP_722,2022-06-05,184884,5665.0,20379,2662,947,31.0,312665.0
PERF_01465,CMP_482,2024-07-03,18503,,1715,143,120,475.0,149996.0
PERF_01466,CMP_337,2023-09-26,154214,13914.0,10447,1724,989,287.0,346698.0
PERF_01467,CMP_509,2023-09-03,21309,1602.0,711,58,24,288.0,0.0
PERF_01468,CMP_039,2023-01-24,154961,12541.0,10813,1474,954,309.0,424257.0
PERF_01469,CMP_911,2024-08-24,162451,13570.0,13246,996,1095,110.0,0.0
PERF_01470,CMP_033,2022-11-23,39401,1015.0,3223,161,84,496.0,0.0
PERF_01471,CMP_231,2022-07-27,116261,6603.0,9454,901,763,123.0,198818.0
PERF_01472,CMP_629,2025-05-19,186137,11576.0,11266,1445,703,452.0,113144.0
PERF_01473,CMP_075,2023-08-19,167138,16997.0,18798,3308,1218,250.0,132354.0
PERF_01474,CMP_810,2023-09-07,147251,16046.0,15427,1183,1377,437.0,352293.0
PERF_01475,CMP_622,2022-10-12,191969,10874.0,19236,3490,1801,97.0,94850.0
PERF_01476,CMP_995,2023-03-26,196986,23539.0,8954,932,318,300.0,50339.0
PERF_01477,CMP_258,2024-09-29,97696,10818.0,8339,433,348,331.0,251994.0
PERF_01478,CMP_763,2022-05-06,12512,1495.0,1395,127,34,292.0,453557.0
PERF_01479,CMP_393,2023-11-02,124419,14892.0,12714,1570,735,447.0,287044.0
PERF_01480,CMP_688,2024-06-28,28233,400.0,670,123,21,376.0,447139.0
PERF_01481,CMP_128,2022-11-28,22711,1275.0,2951,172,209,31.0,450781.0
PERF_01482,CMP_252,2023-01-27,73739,8714.0,3336,474,71,428.0,472684.0
PERF_01483,CMP_679,2023-04-01,186941,5349.0,27707,4386,1365,7.0,212378.0
PERF_01484,CMP_409,2022-07-27,176039,14727.0,5007,870,301,373.0,91484.0
PERF_01485,CMP_470,2025-02-06,12667,510.0,580,72,19,382.0,494402.0
PERF_01486,CMP_450,2024-04-19,82569,3312.0,5415,548,354,356.0,0.0
PERF_01487,CMP_762,2023-08-31,24111,549.0,766,122,26,302.0,11542.0
PERF_01488,CMP_778,2023-11-05,45390,4391.0,2191,232,58,370.0,162366.0
PERF_01489,CMP_306,2022-01-26,196928,18342.0,7336,425,561,91.0,297243.0
PERF_01490,CMP_655,2022-01-25,109523,3817.0,4870,888,166,151.0,231476.0
PERF_01491,CMP_026,2023-03-04,25225,1611.0,2402,245,171,230.0,361206.0
PERF_01492,CMP_417,2022-07-21,10628,1216.0,1021,74,66,359.0,339694.0
PERF_01493,CMP_394,2022-11-30,179786,17545.0,8444,1308,509,424.0,142007.0
PERF_01494,CMP_953,2022-02-14,135551,12887.0,7261,872,163,59.0,331885.0
PERF_01495,CMP_782,2023-05-04,125573,3187.0,12091,1279,607,301.0,170015.0
PERF_01496,CMP_282,2022-08-26,166012,8213.0,22765,1680,1321,172.0,53537.0
PERF_01497,CMP_711,2024-12-30,94848,4143.0,7653,596,166,414.0,312204.0
PERF_01498,CMP_277,2024-03-11,183058,10589.0,13164,2305,529,191.0,253999.0
PERF_01499,CMP_774,2023-10-04,106159,4566.0,15520,2818,1257,461.0,57547.0
PERF_01500,CMP_612,2022-07-02,112645,10717.0,16222,1786,361,,158591.0
PERF_01501,CMP_891,2024-08-08,183879,20909.0,8421,1649,674,66.0,414437.0
PERF_01502,CMP_333,2024-07-11,24697,1087.0,2952,502,167,84.0,346300.0
PERF_01503,CMP_655,2022-01-19,53535,5734.0,3167,196,123,104.0,380654.0
PERF_01504,CMP_023,2024-02-14,41406,3532.0,5380,571,313,176.0,0.0
PERF_01505,CMP_265,2024-04-19,181036,9657.0,8621,1041,431,237.0,401061.0
PERF_01506,CMP_495,2023-09-03,102600,2476.0,12229,856,1001,,354763.0
PERF_01507,CMP_985,2024-03-07,157483,8397.0,4616,568,365,300.0,0.0
PERF_01508,CMP_269,2023-06-01,47703,4506.0,3243,327,278,312.0,209761.0
PERF_01509,CMP_222,2023-03-22,21255,1721.0,806,63,29,222.0,
PERF_01510,CMP_916,2022-08-20,172453,5136.0,6828,660,505,246.0,0.0
PERF_01511,CMP_685,2024-08-03,48059,1345.0,5224,914,298,42.0,385130.0
PERF_01512,CMP_168,2022-08-15,172932,18135.0,21523,1115,979,294.0,360818.0
PERF_01513,CMP_835,2023-10-31,4037,256.0,584,64,47,155.0,390055.0
PERF_01514,CMP_688,2024-06-17,31397,2398.0,3903,458,194,242.0,443587.0
PERF_01515,CMP_703,2022-10-06,96646,2153.0,4179,474,337,445.0,79846.0
PERF_01516,CMP_886,2022-01-18,89372,10215.0,10008,887,612,314.0,239545.0
PERF_01517,CMP_984,2025-02-14,13725,838.0,345,62,19,25.0,360864.0
PERF_01518,CMP_465,2024-07-08,67145,3815.0,7234,1193,158,136.0,188110.0
PERF_01519,CMP_621,2022-05-31,5592,330.0,328,18,9,374.0,0.0
PERF_01520,CMP_440,2023-08-06,66176,1937.0,5925,408,187,252.0,145019.0
PERF_01521,CMP_867,2025-03-31,121070,10386.0,6263,1088,543,375.0,299355.0
PERF_01522,CMP_250,2022-07-29,11653,214.0,797,57,78,326.0,54017.0
PERF_01523,CMP_828,2022-10-15,135383,15952.0,4093,774,327,216.0,97432.0
PERF_01524,CMP_839,2023-11-16,68333,6107.0,7964,492,740,494.0,0.0
PERF_01525,CMP_453,2024-12-24,150656,5831.0,8951,1137,790,124.0,26601.0
PERF_01526,CMP_399,2023-10-01,151296,9383.0,17988,2078,1434,398.0,263963.0
PERF_01527,CMP_848,2022-05-31,159498,8589.0,6948,644,141,106.0,0.0
PERF_01528,CMP_854,2022-06-28,173284,4206.0,9481,1326,929,162.0,
PERF_01529,CMP_931,2022-12-16,5737,504.0,279,39,21,311.0,309236.0
PERF_01530,CMP_428,2023-10-21,167401,12634.0,15131,1836,977,175.0,182595.0
PERF_01531,CMP_889,2022-07-10,40787,2480.0,4753,387,360,344.0,212255.0
PERF_01532,CMP_343,2024-10-01,174198,18073.0,25398,3675,1648,176.0,0.0
PERF_01533,CMP_940,2022-01-14,139829,7076.0,8101,788,599,15.0,307675.0
PERF_01534,CMP_124,2024-08-09,164647,8014.0,12529,2497,274,498.0,391097.0
PERF_01535,CMP_789,2024-03-08,62530,3206.0,5620,600,538,63.0,0.0
PERF_01536,CMP_478,2023-04-07,56392,6718.0,5311,407,173,398.0,211300.0
PERF_01537,CMP_339,2024-02-07,108090,5266.0,5221,966,220,394.0,56385.0
PERF_01538,CMP_872,2023-09-01,132676,9143.0,9417,1684,561,237.0,485730.0
PERF_01539,CMP_082,2022-03-25,42148,4704.0,1816,169,113,171.0,345032.0
PERF_01540,CMP_170,2024-12-15,180136,19779.0,12579,1861,1231,210.0,
PERF_01541,CMP_916,2022-09-19,59770,1508.0,6012,1201,408,374.0,12971.0
PERF_01542,CMP_807,2023-06-13,160858,6031.0,15122,1826,412,189.0,0.0
PERF_01543,CMP_014,2025-01-03,172472,9111.0,14914,1177,1387,234.0,459568.0
PERF_01544,CMP_628,2022-07-06,46930,2906.0,5287,422,161,33.0,109531.0
PERF_01545,CMP_979,2024-03-24,121895,7376.0,13271,1546,522,90.0,263256.0
PERF_01546,CMP_165,2022-03-26,30139,2965.0,3885,702,360,125.0,37617.0
PERF_01547,CMP_965,2024-04-02,197243,2673.0,21300,3835,2122,441.0,411539.0
PERF_01548,CMP_995,2023-03-10,69165,7412.0,6214,977,426,273.0,230911.0
PERF_01549,CMP_503,2022-08-11,191324,3171.0,24014,4184,1873,20.0,376717.0
PERF_01550,CMP_985,2024-03-18,165958,13518.0,12565,862,398,134.0,304988.0
PERF_01551,CMP_160,2022-11-22,30303,2709.0,2049,304,64,124.0,111145.0
PERF_01552,CMP_782,2023-05-14,26460,1225.0,2915,346,223,385.0,137314.0
PERF_01553,CMP_597,2023-06-28,78409,6728.0,4938,580,200,140.0,400152.0
PERF_01554,CMP_155,2022-10-24,39803,2682.0,930,169,60,365.0,496343.0
PERF_01555,CMP_322,2023-09-02,42498,3078.0,2533,397,187,79.0,365423.0
PERF_01556,CMP_395,2024-10-07,39410,3027.0,5189,459,198,435.0,159836.0
PERF_01557,CMP_102,2025-01-20,154153,1746.0,10380,1310,930,264.0,325251.0
PERF_01558,CMP_727,2024-06-13,91233,7373.0,8788,1099,543,193.0,255408.0
PERF_01559,CMP_532,2025-02-22,138687,8740.0,11499,1230,845,33.0,163166.0
PERF_01560,CMP_519,2022-03-30,59801,1585.0,5927,944,175,100.0,241816.0
PERF_01561,CMP_962,2025-02-28,168414,18473.0,21758,3848,1798,268.0,389695.0
PERF_01562,CMP_896,2022-02-14,96305,7999.0,6915,448,320,34.0,281365.0
PERF_01563,CMP_247,2024-04-29,21826,2548.0,595,80,23,131.0,96779.0
PERF_01564,CMP_241,2025-01-29,60857,5225.0,4825,270,331,282.0,390603.0
PERF_01565,CMP_274,2022-09-02,193239,19589.0,5464,1013,337,31.0,128895.0
PERF_01566,CMP_404,2022-12-26,153376,9586.0,5026,915,121,404.0,103983.0
PERF_01567,CMP_514,2023-09-05,31515,1847.0,2580,167,173,306.0,299492.0
PERF_01568,CMP_125,2022-04-17,153492,8790.0,21127,3338,1170,329.0,423453.0
PERF_01569,CMP_481,2024-04-30,162064,15089.0,24146,2119,1269,138.0,93553.0
PERF_01570,CMP_148,2024-02-17,133983,8462.0,7622,1118,313,272.0,145330.0
PERF_01571,CMP_277,2024-03-18,148132,9678.0,15016,1001,1209,93.0,168356.0
PERF_01572,CMP_107,2024-09-13,124340,8024.0,5376,882,396,48.0,233363.0
PERF_01573,CMP_021,2023-10-17,168217,14393.0,21352,1687,612,118.0,264077.0
PERF_01574,CMP_457,2022-12-22,84890,8005.0,6905,1054,650,107.0,82053.0
PERF_01575,CMP_677,2024-09-22,41996,1306.0,3003,227,98,339.0,
PERF_01576,CMP_994,2022-05-29,172308,13004.0,12784,2032,489,134.0,449915.0
PERF_01577,CMP_417,2022-07-30,98200,2548.0,6224,641,495,230.0,296324.0
PERF_01578,CMP_658,2025-03-12,110346,1172.0,15691,914,826,330.0,240541.0
PERF_01579,CMP_438,2022-11-02,72881,884.0,8130,660,628,150.0,13414.0
PERF_01580,CMP_728,2022-03-01,113066,10967.0,7048,944,253,110.0,231740.0
PERF_01581,CMP_004,2025-03-16,72817,1583.0,3757,371,219,369.0,497347.0
PERF_01582,CMP_828,2022-09-02,173862,9198.0,25169,3925,1006,310.0,32099.0
PERF_01583,CMP_883,2024-01-01,15710,1262.0,877,92,82,56.0,462818.0
PERF_01584,CMP_839,2023-11-16,20395,932.0,2463,276,79,77.0,
PERF_01585,CMP_968,2023-11-07,148282,2918.0,7692,1045,623,133.0,429505.0
PERF_01586,CMP_209,2024-03-22,181766,,21879,1317,1813,364.0,448444.0
PERF_01587,CMP_677,2024-09-25,117874,10867.0,5649,554,215,185.0,356293.0
PERF_01588,CMP_830,2023-10-27,68902,,8074,431,238,210.0,423610.0
PERF_01589,CMP_986,2023-10-01,13591,1379.0,378,75,18,289.0,17821.0
PERF_01590,CMP_818,2023-05-08,86739,,7282,991,515,376.0,0.0
PERF_01591,CMP_936,2022-07-25,147352,14125.0,13133,2229,1151,44.0,246601.0
PERF_01592,CMP_715,2022-06-24,198108,3573.0,21576,3725,1235,455.0,388415.0
PERF_01593,CMP_963,2025-04-08,171509,7948.0,7480,1019,421,399.0,
PERF_01594,CMP_406,2022-09-08,6631,359.0,385,55,19,4.0,
PERF_01595,CMP_914,2024-07-06,68856,7168.0,6608,1091,413,334.0,404663.0
PERF_01596,CMP_880,2024-05-11,188407,19857.0,7505,1245,273,92.0,0.0
PERF_01597,CMP_665,2023-04-27,158790,18085.0,3990,275,191,35.0,166327.0
PERF_01598,CMP_129,2024-09-23,173534,5721.0,10304,1170,429,479.0,405931.0
PERF_01599,CMP_203,2024-08-08,8155,204.0,1116,129,96,192.0,0.0
PERF_01600,CMP_435,2023-01-09,196020,20378.0,9235,529,508,101.0,200494.0
PERF_01601,CMP_975,2023-08-25,33676,680.0,1440,269,112,62.0,110910.0
PERF_01602,CMP_049,2022-04-08,129216,11819.0,8604,1714,457,107.0,420320.0
PERF_01603,CMP_391,2024-04-15,95334,5965.0,8211,1574,174,194.0,210876.0
PERF_01604,CMP_196,2024-08-06,93977,4665.0,5666,338,542,333.0,368638.0
PERF_01605,CMP_019,2023-12-03,171507,13856.0,12118,1462,1164,140.0,471459.0
PERF_01606,CMP_766,2023-07-20,12893,328.0,675,90,20,79.0,0.0
PERF_01607,CMP_575,2024-08-22,11221,187.0,1394,250,101,190.0,432620.0
PERF_01608,CMP_587,2024-01-12,110901,3212.0,15716,3061,1247,414.0,192400.0
PERF_01609,CMP_750,2023-03-29,43565,579.0,2027,224,101,430.0,169334.0
PERF_01610,CMP_644,2022-11-29,7771,361.0,1053,58,94,467.0,283840.0
PERF_01611,CMP_364,2024-08-25,157895,14128.0,6642,431,318,114.0,0.0
PERF_01612,CMP_457,2022-12-07,30467,3551.0,2448,274,224,,0.0
PERF_01613,CMP_172,2022-03-05,82639,5155.0,11316,1001,518,276.0,322708.0
PERF_01614,CMP_304,2023-04-26,188777,3889.0,15869,2771,1042,64.0,69056.0
PERF_01615,CMP_932,2024-12-13,60127,4961.0,7011,1104,298,314.0,0.0
PERF_01616,CMP_240,2023-07-29,66711,2021.0,7052,700,690,342.0,272006.0
PERF_01617,CMP_417,2022-08-16,70920,6637.0,2632,298,191,296.0,447037.0
PERF_01618,CMP_453,2024-12-04,197066,21610.0,13805,789,494,93.0,0.0
PERF_01619,CMP_935,2024-12-08,9942,1013.0,506,55,10,246.0,181303.0
PERF_01620,CMP_888,2022-08-01,165813,17517.0,24242,2687,2410,232.0,287198.0
PERF_01621,CMP_954,2024-01-29,31885,2931.0,3354,426,157,456.0,179773.0
PERF_01622,CMP_369,2024-11-06,128757,12221.0,10213,658,903,390.0,34091.0
PERF_01623,CMP_871,2024-11-26,96793,5509.0,2255,296,62,499.0,59267.0
PERF_01624,CMP_725,2023-10-05,145301,12844.0,5291,540,297,283.0,44498.0
PERF_01625,CMP_754,2024-09-24,133310,4010.0,16877,3085,1027,72.0,117317.0
PERF_01626,CMP_381,2024-03-14,53082,4813.0,3504,491,112,440.0,25639.0
PERF_01627,CMP_637,2023-08-18,96068,6661.0,10584,2112,352,81.0,0.0
PERF_01628,CMP_825,2022-05-05,167437,13357.0,16804,2965,1345,77.0,320640.0
PERF_01629,CMP_214,2023-10-22,54004,2193.0,7813,1502,341,461.0,221863.0
PERF_01630,CMP_506,2022-07-14,125923,7741.0,4746,905,95,128.0,351287.0
PERF_01631,CMP_400,2023-08-11,55723,6215.0,5555,1077,137,210.0,0.0
PERF_01632,CMP_904,2025-03-14,43009,4047.0,5372,1034,211,402.0,220681.0
PERF_01633,CMP_773,2025-01-08,156036,4879.0,20044,1214,1945,141.0,0.0
PERF_01634,CMP_506,2022-06-12,33367,2998.0,3208,483,116,72.0,399765.0
PERF_01635,CMP_385,2022-09-13,3823,306.0,335,43,27,306.0,347251.0
PERF_01636,CMP_872,2023-09-03,79334,7968.0,7168,1014,231,450.0,478367.0
PERF_01637,CMP_564,2022-06-01,90489,9616.0,12979,728,1129,130.0,0.0
PERF_01638,CMP_880,2024-05-25,112649,8375.0,15084,2318,1260,388.0,275118.0
PERF_01639,CMP_276,2024-11-11,24218,2899.0,2383,333,116,445.0,260277.0
PERF_01640,CMP_657,2024-07-11,111539,1810.0,3756,621,328,375.0,132947.0
PERF_01641,CMP_460,2022-12-02,87200,4897.0,11224,2216,299,,255567.0
PERF_01642,CMP_1000,2023-01-21,154559,9960.0,14967,2242,423,399.0,256780.0
PERF_01643,CMP_089,2023-04-23,160027,16341.0,11018,1408,1035,195.0,0.0
PERF_01644,CMP_719,2022-09-27,155754,15918.0,16128,1044,445,494.0,190111.0
PERF_01645,CMP_101,2024-08-24,177320,15608.0,17465,3009,1352,20.0,414210.0
PERF_01646,CMP_546,2022-04-06,121781,,10711,2046,911,321.0,227386.0
PERF_01647,CMP_314,2024-07-04,57633,4170.0,1333,255,37,471.0,15876.0
PERF_01648,CMP_136,2024-08-17,67457,3335.0,7338,754,713,141.0,26060.0
PERF_01649,CMP_699,2025-03-21,121115,10525.0,12417,2052,407,285.0,287931.0
PERF_01650,CMP_637,2023-08-04,195171,10567.0,12746,2196,1116,438.0,0.0
PERF_01651,CMP_910,2022-10-06,162586,11251.0,20269,3950,918,156.0,0.0
PERF_01652,CMP_588,2022-01-28,168628,9218.0,17003,2481,1369,103.0,371879.0
PERF_01653,CMP_874,2022-06-25,92906,4373.0,7145,744,233,86.0,59447.0
PERF_01654,CMP_366,2024-03-29,153527,6779.0,13171,1927,575,286.0,209651.0
PERF_01655,CMP_951,2023-01-18,183356,3365.0,5892,923,548,339.0,139081.0
PERF_01656,CMP_358,2024-06-16,188665,8946.0,12450,870,632,432.0,428070.0
PERF_01657,CMP_026,2023-04-13,78047,6046.0,11410,1124,433,422.0,
PERF_01658,CMP_476,2024-01-13,41635,3473.0,2314,287,200,112.0,119401.0
PERF_01659,CMP_692,2024-12-22,170841,16959.0,6645,628,645,439.0,440317.0
PERF_01660,CMP_894,2022-10-06,109665,7807.0,16426,1294,573,265.0,
PERF_01661,CMP_399,2023-10-03,196767,7627.0,24317,2543,2045,220.0,472886.0
PERF_01662,CMP_563,2024-10-15,84926,5897.0,2549,392,116,423.0,130444.0
PERF_01663,CMP_122,2024-11-30,142105,10471.0,4627,868,457,362.0,165356.0
PERF_01664,CMP_061,2024-06-18,159358,5587.0,10403,1615,1020,420.0,244944.0
PERF_01665,CMP_858,2022-06-11,151538,15461.0,12097,1399,813,33.0,90832.0
PERF_01666,CMP_181,2023-10-04,147789,8768.0,15449,2848,898,361.0,0.0
PERF_01667,CMP_999,2024-12-13,18147,2087.0,1014,89,93,14.0,258325.0
PERF_01668,CMP_292,2024-02-01,185606,17461.0,6929,758,505,158.0,354720.0
PERF_01669,CMP_827,2024-01-03,87647,3118.0,10850,1369,570,392.0,358208.0
PERF_01670,CMP_324,2022-05-24,83433,8752.0,12199,706,980,300.0,0.0
PERF_01671,CMP_188,2022-11-24,161917,2752.0,11946,886,424,307.0,95026.0
PERF_01672,CMP_767,2024-05-08,8729,710.0,736,49,19,484.0,368488.0
PERF_01673,CMP_470,2025-03-09,102567,10107.0,7135,864,626,93.0,0.0
PERF_01674,CMP_063,2023-11-22,47507,4171.0,6379,797,221,205.0,185130.0
PERF_01675,CMP_233,2024-02-28,166939,3167.0,13142,842,533,450.0,293095.0
PERF_01676,CMP_626,2024-01-12,179968,9186.0,7541,1467,470,2.0,161570.0
PERF_01677,CMP_958,2022-11-11,149918,10789.0,19746,3818,692,317.0,281606.0
PERF_01678,CMP_304,2023-02-27,91504,1891.0,9956,728,497,90.0,371340.0
PERF_01679,CMP_894,2022-11-17,47528,3127.0,5982,698,417,478.0,417099.0
PERF_01680,CMP_657,2024-06-01,82701,9333.0,2812,428,188,85.0,261912.0
PERF_01681,CMP_018,2024-09-09,159204,4310.0,15875,1597,894,337.0,204867.0
PERF_01682,CMP_290,2023-04-27,31508,2632.0,898,78,28,491.0,99744.0
PERF_01683,CMP_204,2023-10-04,11902,588.0,1656,311,140,465.0,396633.0
PERF_01684,CMP_714,2025-02-28,137273,2746.0,14430,2695,938,359.0,207666.0
PERF_01685,CMP_061,2024-07-30,144230,11646.0,8182,575,663,149.0,224514.0
PERF_01686,CMP_901,2023-02-26,115069,5923.0,9638,1192,440,247.0,161378.0
PERF_01687,CMP_974,2024-10-06,76286,7231.0,8456,1091,197,484.0,0.0
PERF_01688,CMP_558,2023-10-21,197044,21483.0,17844,2607,1412,,0.0
PERF_01689,CMP_566,2022-03-05,101899,3128.0,14810,856,1274,447.0,267534.0
PERF_01690,CMP_666,2024-12-14,47737,3148.0,5181,293,192,234.0,468851.0
PERF_01691,CMP_647,2024-05-19,187754,8492.0,21183,2632,1391,313.0,0.0
PERF_01692,CMP_807,2023-06-20,55009,5997.0,1932,180,178,337.0,436842.0
PERF_01693,CMP_684,2024-04-28,47414,5622.0,6043,639,525,22.0,314918.0
PERF_01694,CMP_133,2023-02-06,163991,13699.0,22081,2504,1449,442.0,163392.0
PERF_01695,CMP_532,2025-02-23,172268,,9550,1466,508,211.0,442783.0
PERF_01696,CMP_382,2024-11-11,50675,5059.0,4229,592,296,202.0,0.0
PERF_01697,CMP_974,2024-11-10,118736,2870.0,13017,788,379,81.0,257133.0
PERF_01698,CMP_481,2024-03-25,49066,3388.0,2048,329,197,366.0,209773.0
PERF_01699,CMP_384,2024-07-04,141577,5876.0,18577,1657,1502,202.0,464484.0
PERF_01700,CMP_532,2025-02-23,23676,1681.0,2006,138,199,240.0,59409.0
PERF_01701,CMP_559,2023-01-14,10969,1114.0,482,79,40,123.0,195459.0
PERF_01702,CMP_560,2023-02-07,194553,5000.0,18990,1066,1798,392.0,403941.0
PERF_01703,CMP_451,2024-03-07,191030,8590.0,17946,3450,848,486.0,93027.0
PERF_01704,CMP_558,2023-10-14,122119,3916.0,12668,1376,408,149.0,119088.0
PERF_01705,CMP_822,2022-09-02,165420,5190.0,17458,2022,1566,35.0,316443.0
PERF_01706,CMP_706,2022-10-12,76446,5447.0,2953,574,72,350.0,0.0
PERF_01707,CMP_759,2022-03-31,141056,1681.0,16032,2542,733,19.0,0.0
PERF_01708,CMP_853,2022-08-24,180389,6440.0,12547,1686,1067,393.0,450316.0
PERF_01709,CMP_509,2023-09-06,165701,2298.0,15066,798,1294,243.0,339055.0
PERF_01710,CMP_524,2023-08-11,75047,6410.0,5274,983,205,251.0,181956.0
PERF_01711,CMP_420,2024-02-24,120271,7541.0,16454,1943,1486,114.0,0.0
PERF_01712,CMP_307,2025-04-28,192621,5620.0,28076,5611,2542,188.0,227354.0
PERF_01713,CMP_421,2024-06-06,79605,2056.0,6351,994,402,116.0,66548.0
PERF_01714,CMP_234,2024-04-08,165233,8067.0,23536,2663,1257,375.0,204655.0
PERF_01715,CMP_056,2024-10-19,96305,4541.0,10256,717,639,125.0,101120.0
PERF_01716,CMP_087,2023-06-27,52013,5944.0,5971,1000,293,237.0,401543.0
PERF_01717,CMP_608,2024-06-22,108009,5533.0,6469,704,372,277.0,158454.0
PERF_01718,CMP_153,2024-05-19,109034,1700.0,5259,698,171,196.0,227379.0
PERF_01719,CMP_257,2024-12-18,117124,1478.0,5485,741,185,381.0,404303.0
PERF_01720,CMP_559,2023-01-04,169096,9166.0,20569,1638,1088,239.0,388168.0
PERF_01721,CMP_392,2023-09-18,128581,5758.0,18167,2576,1432,448.0,0.0
PERF_01722,CMP_982,2023-07-25,18133,352.0,383,68,9,436.0,0.0
PERF_01723,CMP_322,2023-09-16,94505,3055.0,3740,306,326,185.0,166412.0
PERF_01724,CMP_667,2022-01-15,125541,,5370,512,452,81.0,80700.0
PERF_01725,CMP_618,2023-12-16,109838,2529.0,15193,1693,986,321.0,148447.0
PERF_01726,CMP_744,2022-06-05,66376,7790.0,7055,507,392,386.0,0.0
PERF_01727,CMP_753,2023-09-06,124945,6463.0,5267,279,395,418.0,232177.0
PERF_01728,CMP_238,2024-01-24,150922,4527.0,20558,4020,1967,290.0,179140.0
PERF_01729,CMP_806,2022-02-05,97984,1722.0,3678,349,189,76.0,0.0
PERF_01730,CMP_034,2022-08-14,167257,7572.0,18813,3618,501,308.0,260391.0
PERF_01731,CMP_839,2023-10-01,164017,17716.0,12187,918,1073,98.0,273856.0
PERF_01732,CMP_255,2024-03-29,129348,5826.0,5393,794,410,134.0,227990.0
PERF_01733,CMP_116,2025-04-01,11605,464.0,1733,257,126,170.0,69498.0
PERF_01734,CMP_356,2025-06-19,164622,1839.0,15569,1485,560,,19865.0
PERF_01735,CMP_611,2024-04-12,183676,9416.0,12431,1577,1236,217.0,180373.0
PERF_01736,CMP_930,2024-08-15,91764,8176.0,8424,1038,348,467.0,353220.0
PERF_01737,CMP_631,2023-08-29,175646,19403.0,23183,4274,506,65.0,57124.0
PERF_01738,CMP_708,2025-02-09,20507,604.0,583,79,22,44.0,6056.0
PERF_01739,CMP_778,2023-11-02,4525,411.0,291,54,7,298.0,457838.0
PERF_01740,CMP_018,2024-10-13,166413,17652.0,20335,1339,605,360.0,
PERF_01741,CMP_837,2023-07-25,49647,997.0,7133,360,594,119.0,376903.0
PERF_01742,CMP_748,2022-11-30,102423,4634.0,9096,1104,325,253.0,98551.0
PERF_01743,CMP_033,2022-11-14,76514,6922.0,7416,1328,410,259.0,0.0
PERF_01744,CMP_346,2022-02-13,52831,2058.0,7087,966,249,63.0,40730.0
PERF_01745,CMP_868,2022-11-11,50033,5170.0,5919,498,305,428.0,316387.0
PERF_01746,CMP_575,2024-08-18,133816,10767.0,6473,567,307,123.0,344325.0
PERF_01747,CMP_961,2024-07-04,66973,2743.0,2743,162,163,,325977.0
PERF_01748,CMP_734,2023-11-21,21958,1847.0,3004,351,294,345.0,0.0
PERF_01749,CMP_031,2024-07-08,95759,8310.0,9452,1832,619,372.0,237342.0
PERF_01750,CMP_904,2025-02-26,195561,19400.0,13328,1266,788,279.0,100764.0
PERF_01751,CMP_556,2024-12-12,154938,4456.0,17014,1896,1538,,444800.0
PERF_01752,CMP_432,2023-05-17,106707,6508.0,14606,1720,458,384.0,498881.0
PERF_01753,CMP_260,2023-06-01,37551,3631.0,2613,471,83,187.0,0.0
PERF_01754,CMP_380,2022-09-24,174479,19121.0,6915,1327,258,8.0,79590.0
PERF_01755,CMP_677,2024-09-19,89425,2839.0,7569,558,653,437.0,120400.0
PERF_01756,CMP_749,2024-02-25,128542,9865.0,10911,1257,961,249.0,32331.0
PERF_01757,CMP_148,2024-02-20,28790,499.0,1785,216,77,120.0,260119.0
